"","DMD_1_H","DMD_2_H","DMD_3_H","DMD_4_H","DMD_5_H","DMD_6_H","DMD_7_H","DMD_8_H","DMD_9_H","DMD_10_H","DMD_11_H","DMD_12_H","NOR_1_H","NOR_2_H","NOR_3_H","NOR_4_H","NOR_5_H","NOR_6_H","NOR_7_H","NOR_8_H","NOR_9_H","NOR_10_H","NOR_11_H","NOR_12_H"
"ENSG00000071243",61.2,306.2,227.3,189.6,217.7,283.4,225.1,338.5,477.6,375.2,322.7,338.7,233,202.3,195.3,274.1,177.1,251.2,210.5,145.7,261.9,451.9,207.4,13.4
"ENSG00000018236",347.15,500.6,390.15,409.65,286.45,259.1,514.4,481.6,522.25,311.15,261.3,409.4,462.35,564.45,358.35,209.8,420.55,176.35,447.95,508.95,466.2,244.85,420.45,10.5
"ENSG00000171497",1696.55,775.9,1225.35,3322.2,2436.7,1885.4,548.25,2323.9,2435.85,1554.5,1771.15,2042.55,2444.55,1598.3,3268.35,620.35,1767.55,1938.55,2221.45,2202.4,1567.3,3601.25,3322.75,63.6
"ENSG00000137198",3191.3,4234.4,2627.5,2889.9,1703.6,1602.4,2508.9,2742.8,2404.7,1584.5,2846.4,2269.8,5531.9,5988.2,5189.3,4742,4436.8,5046.8,8500.4,16689,6257.4,6075.5,6288.7,214.8
"ENSG00000070808",323.5,296.8,188.6,1006,847.9,1122.5,605.1,1920,252.1,168.2,1534.7,290.2,1080.6,589.1,1724.4,1269.5,274.2,1369,242.2,271.6,1865.4,193.1,328.1,13.6
"ENSG00000130881",1471.85,1036.05,1658.3,825,1008.8,1072.05,1691.3,1388.45,952.05,1062.8,1893.6,1863.05,1477.85,1153.25,1253.85,1570.2,880.45,1671.1,1042.7,1632.2,1575.65,1236.55,1164.3,40.15
"ENSG00000171298",4193.2,3098.2,2237.5,2441.1,2109.8,2380.2,3928.5,2462.8,3293.8,2706.8,2832.4,3378.4,3230.5,2089.6,1694.1,2115.9,2758.1,3023.8,1969.6,2923.5,2130.8,1981.8,2285.4,84.3
"ENSG00000166206",124.1,231.1,261.3,52,28.5,195.5,172.7,275.8,162.7,83.6,207.4,192.4,186.9,237.2,178.3,285.2,145.5,369,114.4,120.4,197.4,189,172.7,10.3
"ENSG00000180353",2844.5,875,1174.1,1024.9,1059.7,1666.9,1211.7,1152.1,1605.2,1275.1,1288.8,1539.6,804.1,796.6,714.9,1130.4,1592.5,1141,1019.6,1112.6,1283.3,785.8,818.4,40.7
"ENSG00000148840",103.5,475,89.9,663.9,610.2,726.1,91.9,402.6,401.8,459.7,414,513,87.6,481,68.8,257.9,956.3,113.5,446.8,508,279.8,256.1,576.6,3.4
"ENSG00000257923",945.1,1208.8,1715.35,1413.3,1721.1,1450.3,1182.6,1531.3,1110.8,1146.75,1148.85,1157,1585.25,2023.8,970.3,1365.9,1517.35,1355.45,1654.3,1747.2,1386.65,1193.4,1764.5,26.05
"ENSG00000065833",2036.55,2031.55,2334.65,1510.95,2145.5,2753.6,1899.3,2459.55,2290.45,2973.75,2073.55,1921.4,3131.65,3174.15,1846.4,2887.2,3387.3,3106.5,1980.8,1483.45,1868.8,3479.25,2864.35,169.3
"ENSG00000099937",189,177.6,315,177.9,81.6,112.4,136.5,155.6,205.2,153.5,100.7,136.2,354.2,154.5,214.9,274.5,99.7,305.5,176.4,232.6,348.5,139.7,302.5,7.1
"ENSG00000119321",2929.4,2664.7,3224.5,2513.6,2945.7,2361.4,2339.3,2046,2488.3,2462.5,2915.2,2328.3,1960.7,2291.6,2364.6,2151.9,3535.6,2605.4,1974.5,2973,2909.5,2430.7,2304.7,94.1
"ENSG00000152291",1054.7,960.65,1467.5,1210.05,810.45,946.35,1236.6,870.8,1376.35,905.25,855.25,1366.35,896.75,1497.2,645.5,1242.35,1599.05,923,1027.95,593.8,1068.4,2299.1,880.75,40.7
"ENSG00000183963",9817.9,8630.1,6230.45,6028.2,7529.75,9111.65,8266.45,5616.05,4379.15,3909.15,8690.45,6079.7,11413.85,5169.85,7583.4,7972.35,4680.1,7737.85,5538.85,8545.45,8903.65,5967.75,7389.05,351.15
"ENSG00000166881",318.6,267.8,138.1,364.8,379.9,201.4,401.6,137.9,308.7,180.9,310.1,187.6,46.8,520.2,250.7,220,79.8,101.5,256.9,187.8,41.2,30.2,113.7,3
"ENSG00000143398",1523.4,1916.6,1453.9,1387,1749.4,1521.5,1314.3,1781.6,704.2,483.3,1988,626.4,2152.3,1990.3,609.5,2297.5,2504.1,2456.5,1853.6,1167.5,2149,336.7,1015.9,33
"ENSG00000164398",388.3,430.9,361.4,225.9,60.7,163.4,255.8,120,445.5,242.7,163.3,113,281,35.2,133.4,61.4,332.7,399.6,150.7,85.3,524.7,334.7,434.7,5.4
"ENSG00000113905",527.7,176.1,460.4,157,205.9,255,218.5,205.8,306.5,246.9,335.8,443.6,191.5,176.1,638.6,317.6,597.9,110.2,363.3,471.9,315.4,180.2,624.3,10.3
"ENSG00000085760",346,643.5,962.5,961.7,991.8,531.9,472,917.6,663.5,855.7,736.4,898.4,761.6,996.8,932.6,696.1,710,908.3,1068.1,440.6,829.9,699.7,1026.6,27.4
"ENSG00000100258",4327,4106.3,2750.7,3633.1,3392.8,3493.2,4271.4,3165.2,3447.6,3329.5,4603.8,4232,4337,3624,4070.1,4240.9,4518.4,3925.8,3099.9,4809,4425.8,2819.3,3632.1,123.3
"ENSG00000204856",158,270.7,199.2,242.8,204.1,204.6,204.7,139.6,133.1,246.2,236.6,236.9,136.9,186.1,136.1,126.8,92.2,105.9,270.7,352.7,143.7,190.7,370.7,4.3
"ENSG00000105705",664.5,1274.5,876.7,1494.5,1093.5,1010.2,605.7,909.7,1511.1,673.8,840.4,985.1,639.2,357,1256.1,923.6,1013.6,880.4,1260.4,1086.3,648.2,799.1,441.8,31.8
"ENSG00000119912",347.9,543.1,592.1,408.1,329,245.3,687.5,599.2,188.3,363,278.9,175,1081,877.2,568.1,1090.1,773.1,673.5,419.8,528.5,724.9,694.6,921.6,29.7
"ENSG00000074582",952.7,1703.7,1632.9,2083.6,1587.8,1216.2,1513.1,1421.4,926.5,1281.9,1547.7,1160.3,1335.6,1128.9,1118.3,1160.1,702.3,897,1054.3,1364.7,1667.3,1295.3,1544.6,43.4
"ENSG00000196482",393.3,2295.4,670,1107.7,1162.1,1111.3,594.7,785.6,863.2,774.4,1056.6,724.2,691.8,1452.1,1489.4,1377.4,651.9,1435,1397.4,527.1,839.8,1477.8,941,94.7
"ENSG00000113924",27.9,48.2,51.1,94.9,27.2,122.6,176.1,21.1,73.1,135.6,182.4,48.6,85,40.4,45.9,66.7,28.2,20,55.6,70.6,105,36.7,77.3,2.7
"ENSG00000102034",522.6,461,598.1,841.8,765.7,730.8,775.6,560.5,647.6,686.3,495.6,357,579.8,596.5,248.2,253.2,149.6,486.7,460.5,616,446.3,572.7,336.5,7.6
"ENSG00000173156",5091.6,4503.6,3631.3,3233.8,2698.5,3434.4,4566.5,2723.3,4648,3632.6,2972.2,2454.6,6140.1,4204.1,2526.7,5422.4,10908.5,6719.1,5132.8,6482.5,6498.8,6525,4430.2,158.3
"ENSG00000132952",502.9,377,127.6,230.6,359.6,178.8,220.3,492.9,177.5,375.2,522.7,146.4,133.5,594.8,249.5,321.9,410.5,296.7,364,415.9,265.9,342.2,199.9,13.3
"ENSG00000163618",187.5,67.8,54.6,117.7,205.4,29.9,63.1,25,47.9,61.3,152.7,76.3,46.9,44.2,257.4,30.5,43.6,113.6,41,28.3,39.2,137.1,66.3,2.5
"ENSG00000102763",1166.4,1724.4,2011.8,2630.6,1950.3,1802.2,1162.2,2581.8,2068.1,2515.2,1834.7,1822.7,2162.3,2455.1,3359.1,2807,2718.9,3382.4,2214.5,1428.7,2591.3,4231.6,3604.3,125.2
"ENSG00000001084",677.9,1126.8,1023.5,857.5,814.2,1115.8,1083.9,1257.1,1124.7,1139,746.8,804.6,1279.5,1447.1,890.3,1722.1,1287.8,1462.1,1562.9,1008.7,1605.1,963,1620.5,43.1
"ENSG00000204977",781.3,839.3,1298.7,1712.5,2022.4,981.2,1282.9,887.1,981,1223.4,1209.7,1051.1,1059.3,2148,2164.4,2008.6,1808,1547.1,2072.5,1530.1,1616.8,1331.9,2117.9,43.4
"ENSG00000106524",691.5,628.1,1003.5,1036.1,1694.1,1050.2,872.1,921.5,1397.8,1619.2,960.5,1311,1236,1373.9,1357.2,995.3,961.2,1301.2,967.5,746.7,1140.7,1440.5,1426.5,91.3
"ENSG00000074266",815.3,692.7,660.6,750.2,923.9,838.2,729.9,934.9,770.9,1355.3,709.8,622.6,419.7,574.2,750.2,748.8,650,548.2,521,377.8,732.8,757.6,730.3,28.2
"ENSG00000147044",416.65,320.9,446.4,369.7,420.9,349.2,338.65,165.9,337.9,509.8,297.9,517.95,350.15,362.95,268.5,375.95,347.6,381.3,286.5,293.25,197.8,322.55,227.8,8.65
"ENSG00000101955",3666.2,3955.7,2724.8,3519.5,4337,3537,3258.6,2570.7,2236.7,3329.3,3634.9,2939.8,1069.4,1215.9,1192.6,912.5,1241.7,1245.8,680.1,1982.7,1289.1,767.1,847.1,28.5
"ENSG00000137507",3026.4,1818,2004.9,2147.1,2378.1,1896.4,2494.2,1586.9,2210.9,2973.7,2370.7,2152.9,3102.2,2608.3,1776.6,2121.6,2373.6,1784.8,2727.9,1789.8,2229.6,1774.5,1754.1,65
"ENSG00000102898",782.8,446.7,973.3,260.9,170.2,690.1,641.5,543.7,556.3,270.3,939.6,790,583.8,703.3,342.2,1122.2,761.5,613.4,556.7,138.7,611.1,377.1,220.5,43.6
"ENSG00000100985",941.7,203.2,442.4,155.3,57.6,417.2,169.7,754.2,1949.1,664.3,173.5,278.9,226.6,330,197.6,189.1,186,132.3,87.7,120,282.2,97.9,324.3,8.2
"ENSG00000178307",1424.4,2170.7,1983.6,2465.7,2651.8,3331.5,2327,2762.5,2745.8,1549.5,2053.7,2558.7,3828.5,3754,2090,3058.1,4800.8,4921.4,3207.6,2522.6,2821,3782.5,3960.7,132.9
"ENSG00000132740",2950.9,3698.3,4903,2408.6,2278.1,2279.9,3913.3,2274.9,2784.5,2995.3,2309.5,2876.6,4382.8,4176,2382.4,3272,5445.1,3067.2,2631.4,3856.9,3459.6,3866.1,3389.1,102.2
"ENSG00000160208",925.2,1195.4,1091.3,961.1,1028.2,773.2,789.6,986.8,1398.5,1489.2,924.1,797.8,734,1249.2,1140.4,854.6,1027.9,582.9,1118.1,699.8,571.8,628.8,1246.6,31.5
"ENSG00000135698",719.9,1353.9,1096.2,1433.5,1240.4,1206.8,1055.7,1392.7,1003.7,930.4,1331.3,875.3,1323.1,959.3,1370.9,1330.8,947.5,906.3,818.6,637.2,921.3,1287.9,842.5,41.1
"ENSG00000006634",137.7,48.3,228.2,36.4,157.3,247.9,55.7,181,82.4,344.6,156.5,124.1,42.4,124.2,243.7,112.9,83.4,125.7,90.6,46.1,58.9,149.7,397.6,12.3
"ENSG00000006712",1112,1525.3,968.9,1475.1,1373.4,1043.9,1256.1,845.3,1101.3,1281.2,1210,1486.3,1244.4,1160.7,1561.6,1091.1,1334.8,1136.7,1182.7,1196.6,820.2,1281.2,1503.3,47.3
"ENSG00000114439",289.9,445.7,1355.9,307.5,647.7,631.2,592.7,604.1,1450.7,1387.8,924.9,735.4,846,1070,313.7,554.4,698.5,479.6,662.6,333.8,573.1,974,1689.9,60.3
"ENSG00000115661",166.7,69.5,112.7,228.3,664.5,232.6,193,139.5,91.9,238.7,425.5,140.7,77.8,88.9,86,68.2,144.3,94.8,102.7,128.9,144,84.5,107.3,2.6
"ENSG00000133789",583.2,549.2,278.3,436.4,618.9,580.3,376.5,568.7,715.8,693.3,542.8,542.4,399.6,505,603.3,487.7,333.9,500.7,531.4,395.9,415.8,302.5,246.2,28.5
"ENSG00000104894",3634.8,1810.3,1439.7,986.5,998.5,2924.9,2406.1,1332.8,1449.3,867.9,1553,763.7,240.1,1155.1,854.3,705.3,646.5,541.7,825.4,2039.8,1278.3,888.2,181.1,38.9
"ENSG00000113790",25.2,49.5,156.2,74.7,107.6,92.5,47.6,36.7,81.2,103.5,105.2,13.9,73.4,47.9,66.7,61.6,78.9,63.7,50.3,35,133.1,29.1,150.2,8.7
"ENSG00000141380",642.5,413.75,591.45,419.25,171.5,526,655.3,278.25,646.25,587.95,328.7,477.3,237.85,187.8,272.55,491,337.1,98.45,429.25,207.05,188.65,443,555.8,17.75
"ENSG00000102030",2047.2,2832,1538.8,3411,1736,2260.2,1481.6,2578.5,1718.1,1458.3,2530.6,2342.8,2134.6,1636.5,3101.1,1412.1,2842.9,2698.9,2317.8,1969.5,2822,2246.9,2662.8,105.1
"ENSG00000185340",2029,1560.7,1786,1469.7,1896.4,1583.4,1316.3,1198.5,1489.6,1610,1800.4,1382.6,672.1,1264.6,956.6,1101,833.1,972.9,954.6,1205.5,1255.6,985.5,896.8,37.4
"ENSG00000065802",366.1,818.4,642.7,717.5,914.2,700.8,358,704.7,760.4,685.1,488.4,524.1,453.8,482.2,467.4,616.1,375.4,366.3,532.5,232.2,319.4,669.9,752,3.8
"ENSG00000251022",188.1,261,238.2,103.6,103,88.5,203.1,164.1,148.8,164,125.9,174,103.1,78.4,140.8,107.8,48.6,126.8,164.8,76.8,201.2,137.7,201.8,3.7
"ENSG00000094880",503.1,499.2,931.6,669.6,574.5,520.8,372.5,560,413.7,704,355.8,364.4,355.6,582,571.6,425.3,418.1,376.2,593.6,480.1,463.9,347.3,670.3,12.4
"ENSG00000033050",198.7,265.7,205.5,284.6,236,357.5,243.2,331.7,573.5,334.6,513,550.9,320.3,316.3,353,282.4,343.2,175.4,468.8,359.9,318.8,494.8,274,17
"ENSG00000107164",979.5,861,948.9,899.3,1074.8,776.3,702.6,731.4,800.7,1077.6,776.3,621.3,332.4,564,862.8,771.7,721.7,473.5,550,594.8,458,439.8,684.8,19.3
"ENSG00000104691",319.4,254.1,418.8,289.4,334.9,232.5,281.4,401.5,457,373.5,473.4,270.8,175.2,253.3,309.1,252.8,333.1,160.5,299.9,79.4,271.8,313.4,45.2,7.1
"ENSG00000198964",428.7,451.2,580.6,606.4,645.4,370.7,354.7,361.8,292.5,486.3,548.3,555.5,208.9,246,272.5,327,363.5,264.7,356.9,223.4,123.7,603.6,255.6,16.1
"ENSG00000114767",4561.2,4249.6,4289.1,3813.3,2672.1,2922.2,4271.8,2642.5,3893.6,3738.6,3157.6,4134.9,3712.5,3589.1,3108.8,3472.4,4416.2,4307.5,3726.3,4210.8,3893.2,4456.7,3786.3,109.2
"ENSG00000124275",453.4,731.5,664.6,580.3,860.7,980.1,364,1088.1,639.2,673.6,513.2,565,929.2,860.3,750.3,1187.8,1487.3,528.8,905.1,354.2,857,1171.3,857.4,34.8
"ENSG00000119684",853.9,851.8,729.2,1190.1,1205.1,855.6,984,632.9,1677.7,1227.9,683.8,731.5,833.7,917.2,1195.7,1173.6,757.3,941,950.2,862,658.5,1709,1378.9,35.7
"ENSG00000135318",691.3,59.9,457,182.4,502.5,508.1,343.4,457.5,433.2,729.1,378.8,850.5,68.7,353.2,271.1,56.5,187.2,78.9,378,287.4,53.8,128.9,285.5,4.7
"ENSG00000223572",319.2,234.8,554.8,134.7,300.3,332,383.1,461,842,339.6,280.4,349.8,355.5,222.1,516.7,351.1,197.1,518.3,587.7,485,196.3,388.3,586.4,19.8
"ENSG00000181649",310,227.7,338.55,359,217.5,491.95,247.35,351.55,484.4,685.05,226.55,394.65,303.45,210.55,137.75,163.75,174.2,165.75,248.45,210.2,238.8,495.1,355.3,14.35
"ENSG00000166478",255.1,213.5,286.8,233.6,186.4,213,181.3,312.2,336.1,315.2,173,219.5,375.2,603.6,292.1,278.6,559.2,331.8,453.4,23.5,88.9,301.9,294.7,12.1
"ENSG00000064886",463.9,228.3,356.9,72.6,158.2,348.1,71,464.1,796,514.3,485.2,588.9,112.5,181.8,430.6,263.2,204.2,260.1,87.9,593.7,334.9,123.7,260.2,12.3
"ENSG00000173482",2104.5,3096,3490.9,5025.5,4291.5,3127.1,2538.4,3282.8,2443.4,3879.4,2936.6,2484.8,2778.7,3984.2,3317.4,3364.2,2956.8,2869.5,3126.6,2289,3801,2499.8,2776.5,55.3
"ENSG00000213465",3667.2,5246.2,4277,4076.1,2457.9,3952.6,4559.8,3111.3,4520.6,3150.3,3808.7,4338.4,4462.3,3834.7,4192.7,3404.9,3949.2,4201.2,2917.7,5143.4,4525.1,4950.2,4790.7,166.3
"ENSG00000145241",312.4,394.15,325.7,372.7,357.45,326.4,345,299.7,410.1,562.4,224.5,164.95,182.35,215.05,291.1,256.1,205.35,170.5,357.05,182.05,207.25,296.25,161.85,7.8
"ENSG00000156273",757.4,614.6,586.1,802.5,1852.2,678.9,602.5,761,855.6,1002.1,693.9,684.2,1230.7,1109.2,704.9,909.5,1502.4,435.7,1225.8,636.1,1015.1,900.5,706.4,22.4
"ENSG00000151779",1621.6,2186.9,2058.2,2521.7,2204.8,2091.7,1730.8,1605,2165.4,1719.3,1950,1445.6,2014.2,2372.3,2586.3,2080.1,2986.3,2780.8,2570.4,2028.7,2036.5,1648.1,1534.7,87.4
"ENSG00000168386",2465.5,3095.2,4411,3582.2,4991.3,3409,2599.4,2431.8,2400.1,3621.5,3206.6,3079.1,5390.1,4874.6,3751.4,3960.3,5123,3351.6,4948.3,2494.3,4970,3217.4,3088.4,118.2
"ENSG00000134109",1763.6,1668.3,1920,1185.6,1274.5,1175.5,1241.1,1056.5,1517.2,1485.5,1679.5,1379.4,1907.2,2082.1,1116.9,1068.8,2166.4,1115.4,1524,1272.9,1343.1,1459,1440.6,51.2
"ENSG00000104412",652.1,1377,1287.9,1408.5,1680.6,1425.9,880.3,1066.2,892.7,1182.3,1183.8,988.5,1229.9,2318.9,1606.6,1825.1,2126.3,1696.2,2151,1173.1,1475.1,1616.8,1877.1,33.9
"ENSG00000184897",5004.35,3089.65,2160.9,2149.2,3763.15,2912.1,5517.8,3303.5,4611.1,3193.35,3728.15,3630.85,3926.4,2484.4,1315.05,4729.85,3454.1,3791.3,2930.45,6148.7,3114.95,2886.75,2967.7,81.8
"ENSG00000069424",1099.2,517.3,697.75,654,750.85,799.45,555.9,515.45,510.65,396.65,493.2,471.8,515,300.35,536.4,483.35,661.05,323.55,489.65,631.2,363.5,628.9,231.15,7.95
"ENSG00000211448",495.8,206.8,443,440.3,468.9,382.9,173.2,503,687.1,829.6,261.6,422,219.9,200.1,241.9,153.3,322,110.6,250,159.3,110.4,651.1,254.6,13.5
"ENSG00000184402",335.7,518.2,560.3,561.6,1056.8,399.8,342,567.3,475.1,672.2,580.1,772.3,290.7,654.1,620.2,487.1,671.8,399.8,508.6,245.4,400.1,676,800.4,14.8
"ENSG00000186642",4967.5,2595.4,2551.1,3890.6,3211.2,3552.4,3458.8,2410.3,2966.7,2243.2,3483.6,3225.2,2698.7,2794.6,2973.6,2739.9,3078.1,1977.1,3028.1,3389,2733.5,2470.5,2444.1,100.7
"ENSG00000182687",244.5,235.4,218.1,167.4,114.3,123.1,211.3,110.3,202.8,166.9,197.4,146.2,132.1,135.4,152.9,208,146,142.9,116.5,147.1,133.1,214.8,250.2,9
"ENSG00000230989",4062.6,4587.2,3992.3,5349.5,5265.7,5737.6,3535.2,4579.1,3700.8,4427.8,4747.5,4228.3,3323.4,3521.7,4748.6,4752.9,4927.5,5430.1,3519.6,2702.4,4322.2,3413.6,4540.2,199.9
"ENSG00000139239",23870.2,25531.4,23109.5,24596.4,17123.1,23561.4,28965.9,26783,15258.8,14747.3,27269.8,23699.6,19839,23795.1,40105.3,26783.8,28201.9,40895.4,31130.4,36374.6,24168.8,24425.3,31177.9,1086.1
"ENSG00000106003",139,112.6,207.4,71.7,62.7,319.9,92.5,601.5,553.9,61.9,127.6,152.5,265.9,141,167.3,568.9,591.4,147.2,137.2,113.5,286.7,97.4,306.9,26.2
"ENSG00000154620",664,812.3,496,202.2,311.2,751.6,625.2,575.8,799.1,686.8,824.5,489.4,694.6,342.3,910.7,439.5,893.4,581.7,559.7,284.1,676.5,594,813.2,29.7
"ENSG00000160973",183.1,183.7,204,105.1,68.9,92.6,152.7,127.4,202.6,105.4,133.4,102.4,171,92.7,113.2,181.7,115,196.2,115.1,207.7,112.7,267.8,287.9,7
"ENSG00000135374",91.1,120.6,82,71.3,38.3,72.8,32.5,59.2,140.5,57.3,68,83.2,61.8,49.9,66,91.1,57.8,65.7,83,45.8,56.1,92.5,92.4,3.7
"ENSG00000131778",45.6,54.7,39.6,39,28.1,120.2,48.4,65.9,51,15.5,53.2,45,42.4,15.8,22.1,33,51.4,35.7,46.1,92.5,27.8,22.3,131.5,2.2
"ENSG00000102385",167.1,204,1324.8,459.4,250.2,219.3,763.6,96.1,226.1,500.1,100.5,244,605.1,653.3,566.8,527.3,540.4,458.8,180.4,153.2,366.5,295.3,361.1,19.7
"ENSG00000256667",159.3,322.3,79.4,285.2,144,54.3,208.4,44.2,93.5,67.9,183.5,92.5,168.7,283.6,323.5,244.5,341.1,66.3,258.3,178.9,212.7,37.2,354.7,8.8
"ENSG00000239389",388,305.6,364.7,513.6,148.3,491.3,415.9,82.1,302.3,352.3,558,499.9,451,216,109.6,482.1,247.8,395.8,328.1,502.5,486.5,483.2,308.2,10.2
"ENSG00000117707",265.8,414.8,516.2,272.2,201.2,142.6,359.9,195,354.2,182.3,473.9,228.2,571.2,237.1,147,505,188.8,459,312.3,502.5,364,126.1,368.8,43.5
"ENSG00000174946",63.2,138.8,350.6,211.6,43.2,193,185.4,106.8,379,213.2,46.4,142,228.8,100.5,204.7,24.2,176,49.5,258.5,179,39.5,106.3,54.4,14
"ENSG00000064309",463,110.1,120.3,176.1,180.2,195.1,236,251.2,79.4,40.7,310.4,183.6,146.2,59.9,32.9,165.6,69.5,53.3,167.7,57.2,36.1,47.8,106.4,17.5
"ENSG00000143199",232.5,89.9,400.9,174.3,146.1,99.3,92.1,68.3,82.7,137.9,165.2,146.8,200.4,300.8,51.6,130.5,76.6,184.1,80,113.6,144.8,358.8,120.7,6.9
"ENSG00000167910",18.4,90.2,102.8,16.6,10.9,6.7,16.6,93.8,151.3,39.3,20.6,11.8,13.1,122.7,81.1,120.5,19.2,7.4,15.7,122,16.1,21.4,48.9,1
"ENSG00000160221",3072.25,4495.5,4121.55,4396.7,4146.65,3055.2,3667.6,4163,4231,3601.1,3838,5003.65,3117.35,2942.6,3404.7,3797.65,2342.85,2755.5,2402.9,4111.95,2708.55,3450.2,3474.1,202.3
"ENSG00000111241",67,136.8,171.9,208.8,30.6,245.8,212.1,172.2,122.1,56.6,173.2,422.4,155.9,56.4,283.9,225.6,35,134.2,209.5,191.2,65.2,63.3,79.9,5.2
"ENSG00000080298",72.6,66.7,72.3,38.6,36.1,32.6,534.6,73.5,52.1,46.5,74.9,561.6,48.6,71.8,52.7,47.7,48.7,50.8,44.9,81.2,68,77.7,265,1.9
"ENSG00000188672",1369.5,952.8,1317.8,1447.3,865.6,919.7,875.5,599.3,1273.5,953,728.8,1100,1211.3,1002.6,790.4,974.9,1488,1070.7,720.8,1028.1,1036.2,1167,934.3,28.7
"ENSG00000145741",5151.5,7367.4,4948.9,4834.6,5340.6,7773.5,5731.6,5810.9,5283.3,5412.5,5760,6448.4,4684.5,5675.8,8758.9,6641.2,8819.2,8502,6416.3,3706.5,4710.6,6384.3,7086,282.7
"ENSG00000137845",470.2,255.2,204.9,42.8,277.5,451.1,220,554.7,153.3,143.1,347.5,91.6,310.4,252,105.2,434.8,267.9,41.4,81.6,233.1,87.1,108.8,215.8,6.7
"ENSG00000013573",3417.2,3232.3,2455.2,3057.3,1440.7,2148.4,2427.7,1297.9,2394.8,1697.8,1981.5,2036.1,1852.8,1229.6,1427,1822.4,1768.4,1783.7,1576.6,2171.6,2052,2029.1,1899.8,60.6
"ENSG00000166783",2690.5,4087.2,3351.3,3714.9,5089.8,3105.4,2183.1,3268.2,2654.5,2885.5,4164.2,2062.5,3173.7,4861.8,3908.8,4499.3,3444.1,3709.4,4688.2,5005.9,2609.9,4321.8,3640.6,106.1
"ENSG00000128250",248.55,231.35,264.95,175.6,74.4,89.9,190.2,82.15,170.45,201.35,193.15,540.6,356.25,157.8,165.35,118.15,112.45,95.2,203.3,117.8,213.1,237.45,150.95,4.2
"ENSG00000078246",524.4,920.3,830.1,329.9,472.6,718.4,606,771.2,637.5,402.5,688,660.6,521.1,684.6,450.6,1042.3,830.4,681,726.9,906.1,853.5,581.1,443.4,25.6
"ENSG00000183918",126.8,31.35,47.55,25.45,49.7,28.6,53,17.45,62.95,27.9,71.05,63.7,80.15,91.45,60.7,18.8,70.75,74.3,44.45,34.25,17.35,31.35,171.05,3.45
"ENSG00000176165",111.25,199.05,54.35,122.85,35.45,98.55,144.5,169.9,119.7,139.05,68.85,80.1,92.4,125.8,81.45,65.4,47.3,141.95,79.9,80.15,53.1,133.75,252.05,2.55
"ENSG00000070756",9427.95,9207.6,7858.8,8440.45,10913.8,11321.95,10421.35,10166.9,7924.5,9872.05,8444.5,7859.85,4680.4,6948.8,5613.2,7388.8,6342.45,4547.95,7699.35,6921.7,6396.3,4529.7,4765.8,182.4
"ENSG00000089009",33900.7,51965.1,34153,47570.7,46734.4,43334.9,55080.3,40475,20986.4,29438.5,46428.5,35020,30160.3,29487,50806.3,40857.1,33694.4,49766.2,41146.4,37278.6,38337.4,43338.6,49165.9,1747.7
"ENSG00000149806",25544.9,23805.1,16183.8,4912.5,2610.9,18679.8,20963,5806.8,14382.4,6186.2,14476.1,23637,18112.5,12680.6,28011.3,15470.9,17565.2,24861.7,21378.9,23197.5,15043.1,26361.7,30103.3,1161.4
"ENSG00000137818",107326.6,125647.95,86504.2,54595.2,23732.2,84819.65,124794.85,79553.2,75963.65,49953.95,117610.3,114697.35,92373,81143.5,139087.7,91057.45,78456.7,122652,106826.75,156725.9,99696.6,120179,149333.4,4681.4
"ENSG00000139985",38.5,203.6,27.6,130.3,136.7,182,53.3,113.1,33.7,126.1,44.2,77.4,335.1,136.5,230.8,28.2,30.5,46.6,67.1,32.6,27.3,36.9,44.5,1.6
"ENSG00000121864",437,515.8,585.6,349,198.5,343.3,477.5,350.5,445.9,392.6,309,376.9,87,319.7,355.1,371.9,845.1,707.4,208.7,489.3,581.8,403,617.6,17.1
"ENSG00000197756",158487.6,176418,131801.1,139816.1,120390.8,98768.7,182031,118405.2,117289.8,109376.3,135580.2,151034.6,123805.3,104180.9,211128.4,112339,103903.9,164843.4,137364.1,182988,125190.2,147566.7,206474.8,5624.3
"ENSG00000274821",25.4,310,41.7,84.8,89.2,162.6,240.6,28.9,323.2,14.4,265.4,136.3,110.2,109.7,145.8,50.2,171.6,87.8,79,187.3,48.5,51.2,472.3,6.1
"ENSG00000127507",176.1,183.6,190.6,200.8,67.8,125.6,750.4,154,314.3,122.8,221.9,176.3,202.3,250.1,139.4,153.1,152.9,234.5,216.8,181.1,168.7,691.9,250.9,6
"ENSG00000211452",9.9,35.9,20.7,35,6.2,12.1,51.9,66.3,27.3,10.5,45.5,18.3,26.6,27.6,133.7,8.6,10.9,28.5,19.7,91,38.3,9.4,43.7,1.5
"ENSG00000161270",460.5,457.6,1053.7,261.6,169.2,302.1,403.7,280.8,398.6,486.1,554.1,186.1,157.9,310.6,108.4,326.8,570.4,396.2,139.6,640.9,286,144,326.9,6.3
"ENSG00000156194",189.85,17.8,269.8,156.75,76.9,33.05,63.05,18.65,87.9,81.3,131.45,59.85,55.4,60.25,123.5,100.05,86.6,71.35,154,185.95,47.75,106.9,114.7,9.9
"ENSG00000198685",156.2,143.2,223.2,68.3,55.5,47.5,106.5,149.5,136.8,89.3,108.9,135.3,178.6,125.6,91.1,110,119.8,159.7,85.1,104,173.2,251.6,105.8,4.8
