"","DMD_1_H","DMD_2_H","DMD_3_H","DMD_4_H","DMD_5_H","DMD_6_H","DMD_7_H","DMD_8_H","DMD_9_H","DMD_10_H","DMD_11_H","DMD_12_H","NOR_1_H","NOR_2_H","NOR_3_H","NOR_4_H","NOR_5_H","NOR_6_H","NOR_7_H","NOR_8_H","NOR_9_H","NOR_10_H","NOR_11_H","NOR_12_H"
"ENSG00000164220",22.6,136,111.4,23.4,21.3,23.3,45.9,21.7,30.5,33.2,55.8,106.5,22.3,26.1,17.9,22.7,50.6,262.1,65.9,28.4,62.9,67.6,64.4,1.7
"ENSG00000006283",87.1,200.7,201.5,103.5,88.6,84.3,112.8,74.2,133.4,239.2,300.4,261.8,535.4,269.8,150.6,172.8,342.8,238.8,82.7,248.4,343.8,514.1,147.9,7.5
"ENSG00000159261",287.9,416.5,384.9,143.7,125.6,231.3,281.8,217.2,265.7,240.1,279.8,383.5,237.1,204.6,287.8,277.9,225.5,305.1,302.3,255.1,226.2,254.8,274,14.6
"ENSG00000141434",219.3,302.1,109.1,191.1,84.8,206.8,199.7,209.3,159.8,232.3,244,233.1,314.1,39.2,262.1,162.8,257.1,247.2,105.4,301.5,193.6,318,391.1,16.1
"ENSG00000132518",449.3,559.8,254.9,928.4,332,249.9,288.5,1066.1,428.1,398.4,728.8,468.7,388,755,1220.2,254.3,221.4,752.9,233.7,814.4,857.9,541,720.2,38.7
"ENSG00000125337",193.9,400.6,327.3,297.9,313,489.7,161.3,91.3,240.8,151.8,141.6,77.5,187.1,28.3,129.9,438.4,231.1,177.1,113.5,159.1,435.6,332.4,529.1,5.6
"ENSG00000114268",475.3,300,260.1,408.5,190.4,153.2,433.2,258.4,376.7,227.3,345.9,279.5,199.1,302,196.6,325.2,277.8,223.1,161.7,488.6,214.4,614.2,392.1,10.1
"ENSG00000109101",107.9,232.9,202.3,164,74.2,100.5,161.4,123.6,135.8,152.2,166.9,188.5,261.7,194.5,191.9,176.8,124.5,244.8,159.6,224.5,232.6,264.1,273.5,8.5
"ENSG00000100053",111.4,118.6,99.2,87.8,81.3,97.2,92.4,118.3,125.4,98.7,120,179.5,96.2,100,104.2,87.3,101.3,91.1,108.8,113.6,117.5,148.8,197.8,3.3
"ENSG00000170370",127.6,60.5,96.2,128.1,49.9,187.9,131.2,83.9,91.9,74.7,61.8,88,102.2,78.8,96.7,143.1,46.4,54.4,119.3,440.9,98.6,129.1,193,2.9
"ENSG00000170858",44.7,29.4,57.6,39.7,21.3,60,13.8,27.2,31.8,88.2,90.9,115.9,64.9,13.7,38.4,42.4,23.3,184.9,159.7,24.4,21.8,22.6,90.3,4.3
"ENSG00000146247",1291.8,1281.6,1325.05,1592.9,1370.85,1223.15,1267.55,1021.3,1343.05,2607.45,1463.25,1146.1,1257,2052.45,1324.75,1827.8,1121.75,1099.7,2160.55,1048.05,1289.7,1736.45,1104.45,44.7
"ENSG00000182575",82.4,262.9,105.6,84.8,72.6,189.9,188.1,50.6,112.2,98.5,277,153.4,463.2,113.4,226.1,476.8,132,90.8,282.7,169.5,106.3,221.5,217.4,1.7
"ENSG00000117245",192.2,67.5,67.5,44.9,15.1,27.7,213.9,40.4,82.6,39.4,24.4,181.4,44.8,41.1,136.7,114.4,112.5,170.9,77.7,51.1,29.1,28.8,96,1.3
"ENSG00000265565",41.2,65.6,55.4,86.9,47.1,80.5,45.4,55.2,125,49.2,53.2,123.9,30.1,24.8,32.5,60,73.2,45.5,72.6,31.3,83.4,63.3,86.9,3.1
"ENSG00000240291",2773.3,2352.8,2403,2308,1622.4,1563.5,2807.5,1137.2,2030.4,1999.5,2024.7,2961.5,1840.8,2587.6,2864.6,1559,2553.5,2194.6,1744.1,1678.5,2156,3404.6,2194.6,85.7
"ENSG00000124198",561.3,703.15,390.7,360.35,189.45,307.8,297.55,383.95,505.5,322.7,262,275.7,671.1,420.2,154.05,697.8,522.2,288.95,429.05,485.1,213.05,367.15,449,20.45
"ENSG00000165029",970.15,1040.85,1689.8,1320.5,782.95,746.6,1141.4,927.45,1221.3,1095.05,1136.8,823,1590.05,1547.5,942.05,1203.5,1821.4,904.7,899.65,1265.95,1015.05,1056.05,1064.5,36
"ENSG00000140479",569.1,757.7,787.6,1130.3,1034.4,763.1,554.8,834.9,1620.5,1147.4,725.6,646.7,927.5,790.4,596.5,843.6,805.4,687.7,479.9,626.6,909.5,1152.8,713.1,41.2
"ENSG00000146013",1071.5,373.2,863.2,395.5,124.1,545,842.9,559.3,823,247,418.4,478.3,783.4,1306.4,399.1,285.4,1064.6,1160.6,407.3,548.4,745.7,1086.5,1277,14
"ENSG00000151224",149.1,228,619.1,449.8,339.8,646,325.1,392.2,469.3,337,102.9,216.7,233.1,448.2,657.5,383,591.6,202.8,211.6,828.2,640,129.4,132.2,9.4
"ENSG00000183395",80.7,279.8,297.6,59.6,80.5,127.4,238.1,139.3,240.9,126.3,138,255.1,180,139.1,181.1,121.5,216.6,72.8,44.2,143.1,271.7,40.7,67.2,13.3
"ENSG00000171201",196.6,34.7,256.5,268.7,54.1,54.8,121.1,51.7,191.3,291.6,58.6,174,163.5,505,271.3,272.5,371.3,205.8,141,194.4,86.3,338.3,76.4,4.6
"ENSG00000172461",30.8,114.25,156.75,93.45,56.1,84.75,133.3,58.95,163.8,107.75,28.35,68.05,110.85,125.85,97.1,35.7,131.15,73.4,41,80.7,139,119.65,141.35,3.2
"ENSG00000173585",231.3,284.5,183.5,161.2,216.1,121.6,183.6,100.8,168.9,108,145.6,154.4,262.8,716.3,199.9,125.1,103.6,162.3,182.7,186.6,185.4,147.2,96.9,3.5
"ENSG00000100731",200.15,318.9,287.35,322.2,306.9,534.8,246.95,278.4,484.7,542.25,528.95,248.8,652.95,280.8,291.75,668.1,307.45,309.45,302.25,288.4,324.9,586.95,650.9,10
"ENSG00000168619",21,23.5,13.4,21.1,7.8,98.6,47.2,8.7,47.2,10,23.4,12.3,22.4,24.5,31.4,27.5,20.2,12.8,22.9,35,22.6,16.2,73.6,0.5
"ENSG00000171016",71.6,56.4,50.2,61.1,30.5,64.7,37.8,94.7,37.5,182.2,229.3,173.7,454.1,131.3,374.5,456.1,89.5,88,60.3,36.6,88.8,65.2,101.8,13.1
"ENSG00000128254",609.2,325.1,382.7,925.4,444.7,818.6,1296.9,837.9,473.8,236.7,862.1,889.4,357.9,337.6,359.1,912.9,989.7,322.4,977.2,488.9,282.5,393,442.1,12.9
"ENSG00000124171",8.7,17.9,36,14.4,14.7,26.5,73,32.1,53.7,11.8,59.9,19.6,7.7,103.2,97.6,11.4,78.4,8,28.2,19.7,21.6,9.8,68.3,0.7
"ENSG00000154358",91.2,256.8,183.6,202.7,123.5,157.8,199.7,256.7,356.1,179.7,209.9,220.7,226.6,276.7,217.1,312,234.1,220.9,216.7,288.6,167.2,177.3,149.5,13
"ENSG00000124613",44.6,51.1,58.2,32.4,33.1,38.5,89.3,16.5,291.6,29.4,22.4,70.4,40.3,60.4,15.4,22.7,20.4,52.3,62.6,33.1,60.4,14.6,105.2,3.6
"ENSG00000112232",152.1,21.3,52.7,62.3,20,103,111.9,25.8,45.2,18,270.5,103.6,98.5,100.6,39,15.7,100.1,121.6,83.1,112,16,8.7,114,5.1
"ENSG00000148737",2148.3,1387.5,1399.5,1330.2,2014,1610,2839.3,1099.4,749.7,1785.3,1740.5,1772,680.7,1224.7,870.8,1610.3,1210.9,1245.7,1480.8,606.8,1564.8,797.8,855,49.9
"ENSG00000109756",1562.55,2571.15,2287.9,2474.55,3386.05,2551.1,2215,2196.75,3132.35,3313.3,2613.8,2307.6,2681.65,3700.7,2686.85,2536.8,3199.3,2190.75,4024.55,1558.15,2771.25,3438.3,3393.15,91.85
"ENSG00000174827",91.3,114.1,57.7,90.8,89.6,126.1,10.7,117.3,118,100.1,36.4,28.8,106.5,116.7,26.8,52.5,9.8,88.3,153.5,74.6,124,27,285.3,2.9
"ENSG00000140650",1407.9,1667.7,1095.8,1209.4,1291.3,1259.3,1395.4,1486.8,1702.1,1527.4,805.8,790.5,1818.8,1647.9,1173.8,1344.9,1805.1,1661,1164.4,1399.9,1314,1065.7,1374,72.1
"ENSG00000140992",2503.1,1593.9,3350,2141.9,1745.2,2274.6,3019.2,1824.7,3343.5,2935,3066.9,2755.4,2512,2788.6,2480.9,2411.6,2652.5,3579.2,1926.2,3132.4,2391.2,2709.4,2779.5,102.7
"ENSG00000157823",1316.5,1557.2,1588.3,1658.6,1816.6,1829.35,1594.75,2209.8,1736,1395.95,2106.7,1834.4,2387.6,1548.05,2161.35,1779.5,1751.45,2176.3,1541.25,1292.15,1404.75,1967.05,2073.15,89.2
"ENSG00000084774",1803.65,2560.25,2457.55,1833.95,1242.3,1468.75,1823.35,1213.15,1939.4,1381.15,1705.95,1540.15,1888.3,1430.3,1455.5,1658.35,1837.55,1769.65,1413.75,2148.2,2019.85,1933.6,1283.25,60
"ENSG00000100056",1175.7,1215.8,1071.6,1596.9,1450.5,1053.2,880.8,1324.6,691.9,966.5,1137.6,1059.7,1077.5,831.6,958.4,1312.9,1405.5,1099.2,1218.5,820,971.8,1303.1,1075,31
"ENSG00000100288",2023,1763.8,1103.3,1937,1730.1,2178,1994.1,2106.6,1184.4,998.6,2869.5,1408.1,1674.7,1805.8,2035.8,2125.3,1321.7,1055.3,2223.1,295,1652.9,1422.1,1511.3,30.1
"ENSG00000171940",437.1,430.7,436.9,316.1,398.5,486.1,348.5,374.6,503,267.2,344.7,270.6,362.2,194.8,407.8,245.7,378.4,247.5,470.9,254.7,109.9,387.8,91.5,14.2
"ENSG00000227357",2025.7,1605.1,3674,1426.1,667.7,2462.4,2066.4,883.3,2536.8,1173.7,1527,1988.6,585.8,1026.5,990,1513,1015.9,207,1210.6,3616.1,2331.5,609.5,833.6,49
"ENSG00000163684",819.3,1222.7,1446.85,1106.35,1056.3,1115.35,1081.65,654.2,1339.1,1789.85,1027.6,1726.65,1758.55,1089.4,1827.5,1688.45,1232.1,2345.25,1684.05,559.05,1299.7,1448.05,1970.95,94.75
"ENSG00000263465",969.95,856.4,934.15,812.45,673.55,804.9,728.5,832.45,487.85,620.05,1307.9,493.95,993.4,698.55,745.2,829.2,821.45,559.45,687.95,837.55,802.45,790.25,798.15,27.6
"ENSG00000132842",1335.1,1221.9,1473.8,1209,1424.8,1288.7,1442.4,1045.4,1094.9,1375.7,960.6,1141,1026.6,1408.2,1130.8,812.5,935.2,959.7,720.3,618,1112.8,1240.5,987.3,44.9
"ENSG00000165675",476.8,302.3,409.5,306.9,508,316.8,380.3,743.5,460.2,323.1,318.1,679.4,392.9,426.5,361.7,334,410.1,560.9,640.8,436.7,295.7,484.2,371.6,15.4
"ENSG00000113739",81.6,335.9,59.9,22.6,87.7,68.9,174.4,310.6,124.2,72.1,228.7,94.1,75.2,115.6,55,147.8,103.9,74.9,115.2,85.2,42.1,85.1,246.2,8.3
"ENSG00000009335",1905.5,1958,1957.9,2108.4,2192.7,1787.5,1855,1782.9,1818.8,2008.7,1538.7,1697.9,3168.3,3046.4,3090.7,2244,2711.8,2642,1998.9,2028.4,2617,4041.4,3246.7,88.9
"ENSG00000101191",582.7,704,630.4,725.2,674.6,557.2,525.4,535.2,579.3,543.1,627.6,759.2,459.5,684.6,447.6,332.7,476,535.3,472.9,608.3,401.6,629.4,454.8,21.4
"ENSG00000160049",1119.1,1301.6,1561.9,1057.6,895.4,1007.7,1163.5,836.5,1324,1088.5,840.2,1330.1,425.2,952.3,944.5,814.7,1418,667.7,1306.5,572.8,1075.2,1093.3,801.3,51.8
"ENSG00000236810",1420.6,1092,1352.6,2647.7,1703.6,965,1550.8,1306.2,1232,1419.1,628.8,883.1,2008.6,1850.5,1893.4,1536.6,1225.4,1552.4,1217.7,1822.8,456.1,1835.8,957.7,44.8
"ENSG00000011007",510.15,361.75,452.4,460,536.2,401.9,269.35,401.6,326,577.5,190.25,252.55,582.4,612.1,424.5,564.05,692.8,232.4,308.05,402.1,249.2,289,239.7,6.85
"ENSG00000159063",969.2,853.1,918,1566.9,1382.9,997,1114.5,1332.8,632.2,1282.1,667.4,1118,430.1,896.6,476.3,586.8,676.2,631.2,637.9,537.3,666.9,970.4,626.5,24.5
"ENSG00000244734",14993.4,30763.5,34870.9,9664.2,39563.1,136925.8,30418.6,4645.9,167502.9,165886.7,114101,49906.2,12596.9,71084.7,262817.5,41986.9,101459.1,193297.5,68982.9,225733.9,161998.2,196926.6,215919.8,2207.9
"ENSG00000082258",264.8,405.4,173.8,371,262.8,305.4,358.2,365.1,267.9,215.4,275.3,165.2,375.9,329.7,329.3,513.6,249.3,299.7,358.3,330.2,301,378.3,380.2,10
"ENSG00000108387",627.2,340.5,446.1,472.4,574.3,383.4,874.7,585.2,181.4,319.7,567.8,276.6,85.5,153.4,262,340.2,154.6,454.8,427.4,303,88.9,65.5,80,3.3
"ENSG00000128606",2153.7,1579,1896.2,2658.6,3003.3,2327.8,1533.5,1640.8,838,2740.4,1457.6,982.6,323.8,510.6,358,228.6,35.7,251.7,140.6,100.3,287.4,377.4,36.8,14.3
"ENSG00000115526",1003.2,863.1,595.8,373.5,543.4,782.6,651.5,674.3,1446.9,484.5,158.2,1044.7,538.1,672.1,791.4,1176.2,548.5,1234.7,714.2,563.3,123,521.1,526.2,39.9
"ENSG00000215114",513.3,522.6,620.6,847.9,908.4,781.4,496.1,1151.6,463.1,608.7,451.2,651.2,481.5,315.2,479.2,583.6,683.4,542.2,454,559.1,538.8,859.9,615.3,19.4
"ENSG00000140299",776.95,479.3,795.15,1108.7,1243.95,644.7,567.7,984.85,657.35,1201.35,1306.45,1206.5,897.6,917.25,864.65,815.95,668.95,851.95,1221.75,703.15,884.35,633.65,1118.15,25.5
"ENSG00000104299",919.5,587.5,680.3,268.3,324.8,563.5,575.1,520.6,618.1,480,445.7,129.9,659.7,632.5,637.2,701.7,542.1,722.7,694.1,899.9,606.6,513.7,466.1,28.2
"ENSG00000160959",869,356.3,251.3,432.3,184.1,151.1,222.3,997,373.6,153.5,178.4,295.7,33.8,162.9,196.9,96.4,215.3,161.2,107.9,422,255.8,190.9,336.8,9.9
"ENSG00000185630",1133.25,1239.75,1261.25,1327.2,1493.6,1291.6,1311.2,896.7,1204.15,1482.95,1066.95,1154.55,1527.35,2039.8,1643.7,2285,2263.25,1498.05,1921.75,1618.8,1285.35,1999.6,1350.6,61.3
"ENSG00000125686",787.9,1191.1,1199.6,869,904.6,874,477.2,836.1,1278.8,1129.8,882.5,1114.5,856.4,1454.7,469,996.4,726,1096.3,1204.7,389.1,1005.2,1247,210.5,41.4
"ENSG00000095794",606.4,982.7,967.1,787.9,1136.2,727.5,945.3,639.6,509.5,1096.2,814.3,729.4,654.1,1279.9,599.5,894.5,776.5,563,1155.4,776.6,638.2,679.4,547.2,19.7
"ENSG00000171860",389.1,269.8,351.6,297.3,119.3,275.3,708,236.1,89.8,310.4,305.9,99.9,40.7,20.3,195.3,94.2,206.3,141,96.1,64.4,37.7,242.5,157.2,5.1
"ENSG00000102921",651.5,1044.1,831.4,749.9,1177.6,702.9,681.7,614.9,663,1468,1167.9,634,749.6,987.4,955.8,1379.1,1612.1,909.8,1329.4,664.7,563.6,950.8,508.2,34.4
"ENSG00000172725",974.7,1117.9,971,271.2,199.7,813.9,1062.3,1142.8,1128.1,356.4,979.7,943.1,687.9,356.2,821.8,726.1,581.9,353.1,272.6,859.7,617.2,1123.4,1183.4,16.1
"ENSG00000180357",884.6,818.8,904.8,1013.7,732.4,497.3,1074.7,368.7,841.6,710.7,1059.4,675.4,823.3,742,330.5,706.1,664.3,845.8,583.6,829.2,591.2,924.3,554.7,24.8
"ENSG00000102854",467.3,442.7,356.3,104.3,200.3,286.9,237.3,199.3,221.5,102.1,587.2,173.9,489.4,382.3,147,311.4,718.4,198.5,103.5,156.9,77.7,426.2,130.9,34.5
"ENSG00000066135",481.4,541,179.4,426.5,566.5,504.8,282.4,972.6,320,205.8,801.7,552.5,185.9,151.3,335.1,216,360,519.5,642.3,765.3,205.6,1082.3,229.4,23.3
"ENSG00000198924",236.6,307.5,160.7,194.9,303,241.2,266.8,350.4,266.4,193.9,196.3,102.7,274.1,332.7,179.3,271.2,292.7,273.7,256.3,369.6,129.5,168.5,431.6,13.1
"ENSG00000198081",397.4,567.3,873.8,878.9,1136.3,651.6,593.5,545.1,559,783.1,1958.9,488.6,868.5,702.5,670.6,1080.3,778.1,708.3,1121.5,726.6,1012.5,819.4,1047.4,27.5
"ENSG00000172348",806.6,1077.4,2260.6,1465,2175.7,1779.3,1054.9,2659.5,4555.8,6059.9,1881.4,1667,3981.8,1512.5,1374.6,1731.2,2927.5,1052.9,941.8,1630.4,2643.5,7751.2,4027.7,221.7
"ENSG00000053918",875.7,596.75,636.55,186.6,715.1,495.95,421.5,506.75,364,367.3,688.3,446.75,543.35,500.2,531.8,540.15,464.3,213.65,516.5,652.7,197.65,397.25,476.45,19.6
"ENSG00000069869",417.2,972.9,1430.2,1133.2,1570.8,1008.6,543.2,1660,721,886.3,1097.2,1314.9,3389.4,1163.3,1706.7,1247.8,4632.5,1983.4,1455.5,1085.9,1367.7,1643.4,2311.1,141.8
"ENSG00000197892",1199.2,975.1,1049.8,1108.7,1845.5,1289.1,850.1,1593.3,952.4,1181,1267.8,869.3,611.4,785.1,1012.7,1047.3,942.4,1046.3,1194.8,615.9,952.5,1138.4,1114.7,25.7
"ENSG00000109736",6399.4,4580.5,6191.1,5712.6,6058.3,3785.6,5667.8,3615,4690.6,4379.5,4283.5,4039.9,4348.8,3653.8,4934.9,3451.5,4772.6,4897.3,3566.3,3977.4,4004.5,4390.3,3180,90
"ENSG00000122966",201.7,293.9,426.8,188.3,337,253.8,274.4,275.5,184.2,199.1,225,181.4,138.6,257.8,174.7,16.9,17.7,6.6,99.8,158,57.5,67.6,243,6.8
"ENSG00000119231",356.7,523.2,688.2,415.1,450,373.6,362,644.6,361.4,497.8,225.6,458.6,488.2,576.1,523.4,385.8,459,378.5,307.6,272.4,566,551.3,410.3,10.8
"ENSG00000077585",234.5,96.3,50.3,19,184.2,234.8,191.3,159.4,366,213.6,152.6,221.3,8.8,43.8,103.6,32.1,147.2,42.2,184.4,23.4,45.2,38.1,48.2,4.3
"ENSG00000197375",1156.4,1398.6,1341.9,1389.6,1145.7,1033.7,1097.2,1086.1,1071.6,1329.9,975.2,1028.4,2838,2032.5,1469.5,1702.2,3495.9,1202.9,1809.8,2035.4,1953.3,3332.1,2685.2,58.6
"ENSG00000115020",1534.1,1883.7,2523.8,1809.7,2325.8,1698.8,1729.1,1088.8,1076.3,1491.1,1661,1494,1436.6,2093.9,2143.8,2085.5,1201.7,1602,1889.5,1298,1904.7,1393.6,1356.5,57.1
"ENSG00000096654",258.4,456.7,596.8,274.8,452.5,524.1,424.4,368.9,405.1,409.4,421.8,339.5,332.8,378.5,343,454.6,315.7,390.8,476.4,118,367.5,522.5,488.7,10.6
"ENSG00000117475",216.9,253.7,371.5,220.1,198.9,275.2,168.2,304.7,204.2,487.4,243.5,176.2,142,357.9,249.1,294,320.8,179.8,303.9,20.2,198.3,211,331,8.2
"ENSG00000077327",115.2,45.4,70.3,74.5,50.1,97,14.9,103.3,214.5,21.4,27.4,39.7,6.7,29.7,30.3,80.2,6,20.3,38,137.2,66.6,11.9,244.6,0.8
"ENSG00000157064",192.2,38.2,71.4,41.2,31.4,97.1,179.4,27.1,231.7,280.1,74.3,68.8,26.9,91.5,22.7,27.8,88.7,89.4,49.9,50.3,46.9,175.6,52.3,1.5
"ENSG00000160783",1011.45,1549.95,1277.6,1849.2,1464.55,1567.55,1369.95,1531.55,1536.6,1416.1,1824.85,2108.9,1684,1492.5,1921.25,1728.85,1175.05,1895.2,1250.7,1214.9,1774.9,1783.7,1809.5,59.95
"ENSG00000162512",10041.8,4908.2,6663.1,5191.1,3105.8,3273.4,6723,2182.9,5293.6,5345.3,5227.5,5082.1,4287.7,6334.7,2991.5,5871,5299.6,3989.1,4847.3,5001,5300.9,4583.8,3287.7,169.1
"ENSG00000116254",27.2,95.6,70.6,71.5,29.8,102.3,57.1,76.7,107.6,14.2,33.9,123.9,21,94.3,78.2,19.2,43.9,54.2,140.3,52.1,50.3,75.6,62.5,2.2
"ENSG00000122863",1494,894.8,972.8,936.6,808,1066.6,706.3,1635.9,1612.6,1188.4,874.5,607.2,1018,1399.5,1220.2,686.6,1363.5,1004.9,673.2,1382.5,994.8,1542.3,897.6,36.9
"ENSG00000117408",1666.7,1635,2129.8,2705.7,1942.9,2268.1,1373.9,2489.6,2279.3,1421.4,2005.3,2482.3,3202.3,2148.3,3012.8,1921.5,2859.4,3186,2052.4,2100,2220.1,2631.4,3077.3,91.7
"ENSG00000104907",270.8,814,297.9,815.7,330.7,283.8,690.1,853.8,509.1,475.1,860.8,934.5,268.6,209.2,508.3,203.9,1103.9,244.8,206.1,1121.3,467.9,707.9,945,8.7
"ENSG00000160299",1708.4,2925.8,804.5,2568,1892.5,2100.5,2361.3,2413.7,1515.5,1536.8,1948.5,1956,3301.3,5350,3264.5,3630.3,2141.3,2489.5,5973.7,4695.8,2959.1,3033.8,4433.9,87
"ENSG00000142173",8421.8,7120.15,3146.55,2048.95,2885.75,7386.4,7986.4,4295.15,7816.1,3682.5,8360.4,7064.7,3245.9,1963.55,1299,4820.6,1580.4,3042.4,2488.05,6364.4,1860.9,1596.3,1975.65,95.65
"ENSG00000130254",918.9,1178.8,1215.1,1287.3,826.7,1091.8,1582.9,1121.1,1155.4,1258.3,1059.6,1755,1319.3,1771,1531.4,1318.7,1679.9,1437.4,1720,1628.9,1469.3,1752.2,1710.4,36.7
"ENSG00000124587",984.9,1162.3,662,501.5,337,867.1,928.1,844.6,307.2,750.5,1075.6,744.7,1004.5,677.1,869,683.7,1430.9,1138.6,1073.6,1106.6,1245.3,404.7,773.2,35.5
"ENSG00000141012",8633.5,11818.8,15571.6,4647.6,4574.1,5781.8,10451.3,5118,6506.3,5038,6598.8,6145.6,11707.9,8132.6,6087.1,7906.1,8517.7,7802.4,5773.7,7731.8,13594.4,7359.4,8060.4,266.4
"ENSG00000151835",1327.1,2275.9,3162.9,3127.9,4337.3,3116.9,3330.5,4239.5,1616.1,3151,3341.3,3402.9,1713.6,2098.3,2482.6,2571.9,1110.2,2126.6,2769,1681.1,1690.8,2640.3,1455.9,155.6
"ENSG00000167711",1393.7,674.2,1083.7,664.4,756.3,1213.8,1204.9,863.3,1638.6,1568.2,402.1,1464.8,1658.9,972.9,1061,894.8,402.7,1758.2,1433.7,1762.7,429.2,565.4,914.7,17.2
"ENSG00000148660",2640.35,3875.8,3549.85,6461.3,4873.1,4954.45,3372.9,3887.45,2661.3,2702.85,4280.3,3115.3,8474.5,5903.65,8060.5,6060.3,5897.95,7001.95,4760.05,8903.05,9147.25,5234.75,4947.45,103.45
"ENSG00000100665",795.6,455,628.5,486.6,576.1,359.2,733.9,517.1,1201.5,307.9,445.2,443.2,532.6,498.1,430.8,358.6,1219.3,592.9,213.2,443.8,904.6,209.7,725,21.9
"ENSG00000157617",708.2,886,995.4,1206.8,1198.5,922,843.8,829.7,1290.9,1272.7,973.8,1053.8,613.7,688.1,690.9,797.5,493.1,706.6,774.8,1106.2,784.7,927.4,537.8,33.8
"ENSG00000116096",893.4,206.1,974.6,684,774.8,922.7,403.4,735.3,996.8,1250.8,1005.3,895.5,3906.9,990.1,876.5,943.3,1098.6,1424.9,990.1,1076,944,1399.9,1452.5,91.9
"ENSG00000221857",7096.3,9050.7,8454.4,6721.6,3968.6,8377.2,10294.2,6410.3,8925.7,5293.9,10961.7,13732,15073.8,7700.1,9851.9,11118.5,6767.3,14288.2,6360.1,15526.7,12595,12470,13989,698.5
"ENSG00000179314",509.4,519.5,602.6,853.9,964,550,657.5,448,888.7,829.4,947,763.4,608.9,634.8,986,640.5,588.1,880.6,1071.8,688.7,290.6,651.6,947.4,25.4
"ENSG00000153046",1241.3,1533.5,1837.3,1331.5,1564.5,1548.7,1450.6,1599.8,1809.4,1437.4,1496.8,1614.4,1139.7,2021.1,1342.8,1959.4,1871.2,1505,1335.8,1366.2,1544.3,2264,1902,54.7
"ENSG00000112297",550.25,157.2,270.2,411.6,567.55,358.7,379.3,287.15,283.5,561.85,251.5,313,49.9,232.4,260.1,200.95,247.7,189.4,256.7,252.3,208.2,260.1,231.75,2.85
"ENSG00000128271",79.9,341.1,72.5,477.4,290.8,147.3,460.1,242.2,327.2,406.8,570,254.8,86.7,91.1,160.7,201,95.7,98.8,160.4,267.6,152.7,347.5,498.2,14.5
"ENSG00000141524",1412.7,2008,1626.5,809.6,1252.1,1110.8,921.2,1011.6,1474.3,1180.3,1125.9,839.4,1383.3,1260.2,815.5,1272.3,1464.7,822.8,1071.7,1209.9,822.6,1022.6,1404.9,43
"ENSG00000275700",2584,2188.4,1816,3400.1,2711.6,2398.7,1693.3,2599.8,1895.6,1955.4,2126.6,2094.3,2163.3,2785.4,1815.9,2240.7,4576.2,1931.6,2657.7,2411.3,2127.2,1709.7,1982.8,69.4
"ENSG00000152939",291.5,522.1,645.6,468.4,725.9,400.3,478,347.8,449.4,1036.7,501.4,438.5,481.5,356.1,479.5,495,292.6,592.1,423.4,106,258.6,582.6,487.7,20.4
"ENSG00000181722",5067.75,6499.65,7170.5,6610.4,6335.1,5945.05,6162.6,5846.9,6688.55,7710.7,5790.55,6700,4795.55,8403.95,4893.45,7561.75,8416.75,6149.95,6165,4316.85,5720.45,7110.9,4964.25,240.95
"ENSG00000076382",195.1,298,47.9,179.5,184.1,175.6,149.3,37.3,274.2,154.4,319.2,252.5,49.4,143.6,244,124.1,44.1,210,40,17.4,44.3,52.2,62.6,1
"ENSG00000171608",585,192.3,128.2,298.45,200.1,299.45,479.05,85.85,155.2,140.4,99.8,208.1,160.15,130.9,130.4,168.2,188.5,296.35,221.35,407.85,116.4,122.4,193.6,15.55
"ENSG00000139531",1645.3,1795.5,1444.3,1603.9,1366.7,1087.1,1464.3,1515.8,1457.7,1473.9,1182.4,1212.9,1687.8,1189.6,1869.7,1950.8,1501.3,2021.4,1227.3,1811.4,1434.5,1410.1,1666.7,76.2
"ENSG00000114270",473.9,1807,442.6,836.2,563.8,877,1097.6,851.2,1000.8,614.4,750,721.5,639.9,500.9,638,971.5,243.8,621.8,629.7,726.2,518.3,714.5,596.8,32.7
"ENSG00000125676",359.5,470.15,701.8,562.4,479.5,376.2,568.8,392.75,531.7,522.7,521.55,583,741.55,467.4,410.05,613.8,455.8,463.75,581.05,367.05,334.9,722.25,601.95,24.25
"ENSG00000151746",168.55,163.55,249.2,240.55,195.55,226.5,201.1,300.3,567.05,521.1,283.85,343.25,237.75,231.85,89.6,85.3,51.55,197.05,103.95,135.25,94.65,361.05,245.9,16.35
"ENSG00000275385",952.2,628.1,674.3,318.4,408.7,765.6,339.7,386.3,598.2,270,283.7,298.3,276.5,89.8,130.7,49.6,150.4,264.5,59.9,95.1,164.8,210.9,389.6,15.7
"ENSG00000265491",1130.15,1886.85,3156.05,2045.05,1632.85,1687.25,1866.9,3379.8,3339,2655.6,2400.7,2508.85,2942.95,1993.7,951.25,2127.05,1952.55,1487.4,2130.3,1679.3,1715.9,4919.7,3916.75,119.75
"ENSG00000104973",607.4,1017.8,758.8,1248.5,1065.2,754.9,526.4,663.4,630.3,492.2,983.3,797.2,856.9,2838.3,2175.7,1243.2,2738.5,1449.1,2414.3,1844.6,1398.6,907.4,787.3,30.9
"ENSG00000198919",352.95,475.45,767.4,516.8,517.15,425.05,367.5,298.2,505.75,527.1,441.8,536.25,418.7,505.1,624,494.1,365.15,518.85,403.9,254.45,555.8,670.2,489.45,20.3
